id_sewa,nama_barang,jenis,tanggal_sewa,durasi_sewa,hari,bulan,stok_saat_itu,total_biaya
MIP-08956,TV Sony 65 Inch,TV,2025-09-23,9,Tuesday,9,4,7781418
MIP-08957,TV Samsung 75 Inch,TV,2024-10-12,3,Saturday,10,2,4568827
MIP-08958,Epson 10000 Lumens,Proyektor,2024-04-30,2,Tuesday,4,1,3133281
MIP-08959,TV LG 43 Inch,TV,2025-11-25,7,Tuesday,11,10,1665181
MIP-08960,TV Sony 65 Inch,TV,2024-06-14,5,Friday,6,2,4606353
MIP-08961,TV LG 43 Inch,TV,2024-01-08,7,Monday,1,4,1889911
MIP-08962,Screen 2x3,Screen,2024-04-16,7,Tuesday,4,5,2342647
MIP-08963,TV Panasonic 43 Inch,TV,2025-01-15,3,Wednesday,1,6,654383
MIP-08964,TV Samsung 75 Inch,TV,2024-03-02,9,Saturday,3,2,15031342
MIP-08965,TV Panasonic 43 Inch,TV,2025-04-14,9,Monday,4,15,1948051
MIP-08966,TV Samsung 50 Inch,TV,2025-02-12,3,Wednesday,2,5,1335321
MIP-08967,TV Samsung 50 Inch,TV,2025-04-24,4,Thursday,4,5,1641164
MIP-08968,Screen 3x4,Screen,2024-05-16,2,Thursday,5,9,1237728
MIP-08969,Screen 2x3,Screen,2024-12-04,2,Wednesday,12,20,862800
MIP-08970,Screen 2x3,Screen,2024-03-12,5,Tuesday,3,14,1679940
MIP-08971,Epson 10000 Lumens,Proyektor,2024-10-03,9,Thursday,10,3,16861137
MIP-08972,TV Panasonic 43 Inch,TV,2025-02-17,1,Monday,2,13,222875
MIP-08973,TV LG 43 Inch,TV,2025-11-28,9,Friday,11,6,2031878
MIP-08974,Epson 10000 Lumens,Proyektor,2024-05-10,2,Friday,5,2,3302491
MIP-08975,TV Samsung 50 Inch,TV,2024-09-27,1,Friday,9,9,508796
MIP-08976,TV Samsung 50 Inch,TV,2024-05-25,3,Saturday,5,3,1476028
MIP-08977,TV LG 43 Inch,TV,2025-08-22,5,Friday,8,3,1217665
MIP-08978,TV LG 43 Inch,TV,2025-10-04,6,Saturday,10,4,1376411
MIP-08979,Screen 2x3,Screen,2025-01-13,3,Monday,1,14,1091268
MIP-08980,TV Panasonic 43 Inch,TV,2025-12-08,10,Monday,12,10,2997166
MIP-08981,TV Panasonic 43 Inch,TV,2024-12-23,6,Monday,12,8,1511144
MIP-08982,TV LG 43 Inch,TV,2025-12-13,5,Saturday,12,1,1455396
MIP-08983,TV Sony 65 Inch,TV,2025-09-04,1,Thursday,9,3,810261
MIP-08984,Epson 6000 Lumens,Proyektor,2025-11-06,1,Thursday,11,3,919451
MIP-08985,Epson 6000 Lumens,Proyektor,2024-12-05,1,Thursday,12,9,878012
MIP-08986,TV Panasonic 43 Inch,TV,2025-12-03,6,Wednesday,12,2,1623420
MIP-08987,TV Sony 65 Inch,TV,2024-06-21,9,Friday,6,1,7492517
MIP-08988,Epson 10000 Lumens,Proyektor,2024-11-21,9,Thursday,11,3,14996682
MIP-08989,Screen 2x3,Screen,2025-07-10,2,Thursday,7,3,626914
MIP-08990,Epson 6000 Lumens,Proyektor,2025-11-08,3,Saturday,11,1,2680134
MIP-08991,TV Samsung 75 Inch,TV,2024-01-14,1,Sunday,1,7,1616696
MIP-08992,TV Panasonic 43 Inch,TV,2024-04-04,1,Thursday,4,11,251245
MIP-08993,Epson 6000 Lumens,Proyektor,2024-09-04,8,Wednesday,9,12,7774099
MIP-08994,TV Panasonic 43 Inch,TV,2025-11-23,3,Sunday,11,9,854700
MIP-08995,Epson 6000 Lumens,Proyektor,2024-07-14,3,Sunday,7,1,2576471
MIP-08996,Epson 10000 Lumens,Proyektor,2025-08-04,4,Monday,8,4,6724324
MIP-08997,TV Samsung 75 Inch,TV,2025-02-10,6,Monday,2,2,7903517
MIP-08998,TV Panasonic 43 Inch,TV,2024-06-06,6,Thursday,6,14,1695760
MIP-08999,TV Sony 65 Inch,TV,2024-08-17,7,Saturday,8,3,5182795
MIP-09000,Screen 2x3,Screen,2025-10-03,1,Friday,10,18,400349
MIP-09001,TV LG 43 Inch,TV,2025-09-04,9,Thursday,9,2,2130223
MIP-09002,TV Sony 65 Inch,TV,2024-05-28,9,Tuesday,5,3,6329192
MIP-09003,Screen 3x4,Screen,2025-06-03,10,Tuesday,6,8,5390445
MIP-09004,Epson 6000 Lumens,Proyektor,2024-07-12,5,Friday,7,12,4227383
MIP-09005,TV Samsung 75 Inch,TV,2025-04-08,7,Tuesday,4,4,11735445
MIP-09006,TV Sony 65 Inch,TV,2024-05-29,1,Wednesday,5,1,684854
MIP-09007,Screen 3x4,Screen,2024-01-20,8,Saturday,1,10,4666850
MIP-09008,TV Panasonic 43 Inch,TV,2024-04-07,1,Sunday,4,7,229959
MIP-09009,TV LG 43 Inch,TV,2024-08-24,2,Saturday,8,2,465423
MIP-09010,Screen 2x3,Screen,2025-04-20,8,Sunday,4,18,2726037
MIP-09011,Screen 2x3,Screen,2024-04-26,7,Friday,4,13,2643225
MIP-09012,TV Samsung 50 Inch,TV,2025-09-06,2,Saturday,9,7,914432
MIP-09013,TV Panasonic 43 Inch,TV,2024-06-12,5,Wednesday,6,11,1470779
MIP-09014,Screen 3x4,Screen,2025-03-25,5,Tuesday,3,2,2596205
MIP-09015,Epson 6000 Lumens,Proyektor,2024-07-29,10,Monday,7,14,7908410
MIP-09016,TV Samsung 75 Inch,TV,2025-11-19,2,Wednesday,11,2,3195119
MIP-09017,TV Samsung 75 Inch,TV,2024-01-30,7,Tuesday,1,3,10958710
MIP-09018,Epson 6000 Lumens,Proyektor,2025-02-11,5,Tuesday,2,2,4869353
MIP-09019,TV Samsung 50 Inch,TV,2025-07-25,8,Friday,7,11,3097406
MIP-09020,Screen 3x4,Screen,2024-09-02,5,Monday,9,9,2528065
MIP-09021,Epson 10000 Lumens,Proyektor,2025-06-15,7,Sunday,6,4,14057655
MIP-09022,TV LG 43 Inch,TV,2024-11-07,6,Thursday,11,6,1342030
MIP-09023,TV Samsung 75 Inch,TV,2024-11-14,7,Thursday,11,4,10996636
MIP-09024,Screen 2x3,Screen,2024-04-14,10,Sunday,4,8,3258774
MIP-09025,TV Samsung 50 Inch,TV,2024-01-27,8,Saturday,1,7,3804569
MIP-09026,TV Samsung 50 Inch,TV,2024-05-23,10,Thursday,5,9,4067240
MIP-09027,TV Panasonic 43 Inch,TV,2024-10-01,6,Tuesday,10,11,1455669
MIP-09028,TV LG 43 Inch,TV,2025-08-01,3,Friday,8,3,828438
MIP-09029,TV Panasonic 43 Inch,TV,2025-04-02,10,Wednesday,4,11,2662471
MIP-09030,TV Samsung 50 Inch,TV,2025-09-24,6,Wednesday,9,11,2432051
MIP-09031,Epson 10000 Lumens,Proyektor,2025-05-05,3,Monday,5,5,5627852
MIP-09032,TV Panasonic 43 Inch,TV,2024-10-07,1,Monday,10,2,213099
MIP-09033,TV Panasonic 43 Inch,TV,2024-06-21,1,Friday,6,3,310001
MIP-09034,TV Samsung 50 Inch,TV,2025-08-10,5,Sunday,8,4,2387109
MIP-09035,Epson 6000 Lumens,Proyektor,2024-02-08,2,Thursday,2,6,1666351
MIP-09036,TV Sony 65 Inch,TV,2025-11-04,10,Tuesday,11,5,8475657
MIP-09037,Screen 2x3,Screen,2024-04-20,4,Saturday,4,18,1391043
MIP-09038,TV Sony 65 Inch,TV,2025-11-22,1,Saturday,11,2,693527
MIP-09039,Epson 6000 Lumens,Proyektor,2025-04-16,9,Wednesday,4,13,6630338
MIP-09040,Epson 10000 Lumens,Proyektor,2025-08-13,4,Wednesday,8,2,5967802
MIP-09041,TV Samsung 75 Inch,TV,2024-01-05,6,Friday,1,8,10042278
MIP-09042,Screen 3x4,Screen,2025-06-27,3,Friday,6,4,1764822
MIP-09043,Screen 3x4,Screen,2024-01-24,3,Wednesday,1,5,1835538
MIP-09044,TV Samsung 50 Inch,TV,2025-05-17,2,Saturday,5,10,904340
MIP-09045,TV Sony 65 Inch,TV,2025-12-08,7,Monday,12,4,6547396
MIP-09046,TV LG 43 Inch,TV,2024-07-30,8,Tuesday,7,6,1707592
MIP-09047,TV LG 43 Inch,TV,2024-04-18,2,Thursday,4,6,483301
MIP-09048,Screen 2x3,Screen,2025-07-29,4,Tuesday,7,7,1384921
MIP-09049,Epson 6000 Lumens,Proyektor,2025-05-20,9,Tuesday,5,4,8252814
MIP-09050,TV LG 43 Inch,TV,2024-05-29,6,Wednesday,5,7,1723448
MIP-09051,Screen 3x4,Screen,2025-11-15,5,Saturday,11,9,2498189
MIP-09052,TV LG 43 Inch,TV,2024-06-01,10,Saturday,6,2,3048771
MIP-09053,TV Samsung 75 Inch,TV,2025-09-15,2,Monday,9,7,3316272
MIP-09054,TV Samsung 75 Inch,TV,2024-10-05,1,Saturday,10,6,1638225
MIP-09055,Screen 3x4,Screen,2025-04-14,10,Monday,4,6,5073482
MIP-09056,TV LG 43 Inch,TV,2024-11-01,8,Friday,11,9,1875673
MIP-09057,TV Samsung 75 Inch,TV,2024-04-23,3,Tuesday,4,2,4460346
MIP-09058,Epson 10000 Lumens,Proyektor,2025-01-10,2,Friday,1,5,3360057
MIP-09059,TV Panasonic 43 Inch,TV,2024-03-16,9,Saturday,3,14,2531416
MIP-09060,Screen 3x4,Screen,2024-09-18,4,Wednesday,9,4,2145823
MIP-09061,TV LG 43 Inch,TV,2025-07-26,6,Saturday,7,4,1450631
MIP-09062,Epson 6000 Lumens,Proyektor,2025-03-10,4,Monday,3,14,3888988
MIP-09063,TV LG 43 Inch,TV,2025-11-16,9,Sunday,11,7,1928396
MIP-09064,Epson 10000 Lumens,Proyektor,2025-10-10,5,Friday,10,2,8732546
MIP-09065,Screen 3x4,Screen,2024-11-07,7,Thursday,11,10,3569997
MIP-09066,TV LG 43 Inch,TV,2025-08-23,9,Saturday,8,4,2083977
MIP-09067,TV LG 43 Inch,TV,2025-09-09,10,Tuesday,9,3,2579544
MIP-09068,TV Samsung 75 Inch,TV,2025-02-27,4,Thursday,2,6,6498034
MIP-09069,TV Panasonic 43 Inch,TV,2024-07-02,1,Tuesday,7,12,233361
MIP-09070,TV Samsung 50 Inch,TV,2025-02-19,2,Wednesday,2,7,909535
MIP-09071,TV Sony 65 Inch,TV,2024-05-31,8,Friday,5,5,6633968
MIP-09072,Epson 6000 Lumens,Proyektor,2024-01-08,4,Monday,1,1,3795136
MIP-09073,TV Samsung 75 Inch,TV,2024-03-19,8,Tuesday,3,8,12266731
MIP-09074,TV Sony 65 Inch,TV,2025-01-04,3,Saturday,1,4,2435636
MIP-09075,TV Sony 65 Inch,TV,2024-11-13,8,Wednesday,11,3,7309876
MIP-09076,Epson 6000 Lumens,Proyektor,2025-10-30,8,Thursday,10,6,6578657
MIP-09077,TV Samsung 75 Inch,TV,2024-05-28,8,Tuesday,5,5,11659575
MIP-09078,Screen 3x4,Screen,2024-10-13,1,Sunday,10,9,619211
MIP-09079,Screen 3x4,Screen,2024-03-13,5,Wednesday,3,8,2589547
MIP-09080,TV Panasonic 43 Inch,TV,2025-06-03,4,Tuesday,6,9,1249781
MIP-09081,TV Sony 65 Inch,TV,2024-09-27,4,Friday,9,3,2740944
MIP-09082,Epson 6000 Lumens,Proyektor,2025-10-20,2,Monday,10,10,1798564
MIP-09083,TV LG 43 Inch,TV,2025-01-02,9,Thursday,1,3,2430089
MIP-09084,TV Panasonic 43 Inch,TV,2024-06-21,1,Friday,6,6,310927
MIP-09085,Screen 2x3,Screen,2024-04-21,4,Sunday,4,16,1317971
MIP-09086,Screen 3x4,Screen,2024-07-30,10,Tuesday,7,1,5796250
MIP-09087,TV Sony 65 Inch,TV,2025-03-12,6,Wednesday,3,5,4700409
MIP-09088,TV Sony 65 Inch,TV,2024-04-07,1,Sunday,4,4,809539
MIP-09089,Screen 2x3,Screen,2024-03-18,5,Monday,3,8,1657510
MIP-09090,Screen 3x4,Screen,2024-01-22,5,Monday,1,3,3144885
MIP-09091,TV Sony 65 Inch,TV,2025-07-23,8,Wednesday,7,5,6282757
MIP-09092,Screen 3x4,Screen,2025-06-06,4,Friday,6,8,2168073
MIP-09093,TV Samsung 50 Inch,TV,2024-05-06,2,Monday,5,11,897528
MIP-09094,Screen 2x3,Screen,2025-11-16,8,Sunday,11,16,2853201
MIP-09095,TV Panasonic 43 Inch,TV,2024-11-17,2,Sunday,11,6,498194
MIP-09096,TV Panasonic 43 Inch,TV,2025-01-02,1,Thursday,1,9,264252
MIP-09097,Epson 10000 Lumens,Proyektor,2024-12-07,10,Saturday,12,5,20170944
MIP-09098,Screen 3x4,Screen,2024-05-04,10,Saturday,5,3,5253394
MIP-09099,Epson 6000 Lumens,Proyektor,2025-04-02,5,Wednesday,4,13,3905872
MIP-09100,TV Samsung 50 Inch,TV,2024-08-04,4,Sunday,8,7,1542233
MIP-09101,Screen 2x3,Screen,2024-11-22,9,Friday,11,8,2808519
MIP-09102,TV Sony 65 Inch,TV,2025-07-31,4,Thursday,7,1,3162548
MIP-09103,TV Samsung 50 Inch,TV,2024-08-27,1,Tuesday,8,10,400094
MIP-09104,TV Samsung 75 Inch,TV,2025-09-24,4,Wednesday,9,4,6529975
MIP-09105,TV LG 43 Inch,TV,2025-03-18,4,Tuesday,3,4,954905
MIP-09106,TV LG 43 Inch,TV,2024-05-09,8,Thursday,5,8,1846751
MIP-09107,TV LG 43 Inch,TV,2025-11-19,1,Wednesday,11,4,233436
MIP-09108,TV Sony 65 Inch,TV,2025-09-26,3,Friday,9,4,2073966
MIP-09109,Epson 10000 Lumens,Proyektor,2025-08-11,8,Monday,8,4,15282032
MIP-09110,TV Panasonic 43 Inch,TV,2025-01-12,5,Sunday,1,4,1423340
MIP-09111,Screen 3x4,Screen,2024-02-09,3,Friday,2,9,1726068
MIP-09112,Screen 2x3,Screen,2025-05-30,7,Friday,5,7,2213737
MIP-09113,TV Sony 65 Inch,TV,2024-12-31,3,Tuesday,12,3,2772155
MIP-09114,TV Panasonic 43 Inch,TV,2024-04-26,8,Friday,4,1,1920354
MIP-09115,Screen 3x4,Screen,2024-08-23,4,Friday,8,3,2042158
MIP-09116,Screen 2x3,Screen,2025-08-05,8,Tuesday,8,17,2462973
MIP-09117,TV Panasonic 43 Inch,TV,2024-07-31,3,Wednesday,7,12,670047
MIP-09118,TV LG 43 Inch,TV,2025-01-10,3,Friday,1,1,756464
MIP-09119,Epson 10000 Lumens,Proyektor,2025-08-11,3,Monday,8,4,4728650
MIP-09120,TV Samsung 75 Inch,TV,2025-08-19,9,Tuesday,8,2,14785391
MIP-09121,TV LG 43 Inch,TV,2025-03-19,6,Wednesday,3,1,1438879
MIP-09122,Screen 3x4,Screen,2025-10-31,7,Friday,10,9,4015869
MIP-09123,TV Samsung 50 Inch,TV,2025-03-15,6,Saturday,3,4,2326373
MIP-09124,Screen 3x4,Screen,2025-01-11,10,Saturday,1,1,6286665
MIP-09125,TV Sony 65 Inch,TV,2024-03-19,8,Tuesday,3,5,6337491
MIP-09126,TV Samsung 75 Inch,TV,2024-12-15,3,Sunday,12,4,5393290
MIP-09127,TV Panasonic 43 Inch,TV,2025-01-18,9,Saturday,1,1,1966091
MIP-09128,TV Sony 65 Inch,TV,2025-06-29,1,Sunday,6,3,945916
MIP-09129,Screen 2x3,Screen,2025-09-14,10,Sunday,9,4,3377917
MIP-09130,Screen 3x4,Screen,2024-01-29,5,Monday,1,7,2929266
MIP-09131,Epson 6000 Lumens,Proyektor,2024-12-02,3,Monday,12,9,2677971
MIP-09132,TV LG 43 Inch,TV,2024-03-08,10,Friday,3,1,2625044
MIP-09133,TV LG 43 Inch,TV,2024-08-10,1,Saturday,8,8,225512
MIP-09134,TV Sony 65 Inch,TV,2025-09-01,6,Monday,9,4,5147317
MIP-09135,TV Samsung 50 Inch,TV,2025-11-21,9,Friday,11,12,3980613
MIP-09136,TV Samsung 75 Inch,TV,2025-11-14,1,Friday,11,8,1627164
MIP-09137,Screen 2x3,Screen,2024-04-25,9,Thursday,4,9,2695129
MIP-09138,Screen 3x4,Screen,2025-08-15,6,Friday,8,10,3155500
MIP-09139,TV Samsung 75 Inch,TV,2025-02-03,7,Monday,2,8,9676769
MIP-09140,TV Samsung 50 Inch,TV,2025-10-22,8,Wednesday,10,5,3938152
MIP-09141,TV Sony 65 Inch,TV,2024-05-24,4,Friday,5,1,3667769
MIP-09142,TV Sony 65 Inch,TV,2025-03-27,5,Thursday,3,1,4596727
MIP-09143,TV Sony 65 Inch,TV,2024-06-06,10,Thursday,6,1,8158550
MIP-09144,Screen 3x4,Screen,2025-06-05,8,Thursday,6,4,4468412
MIP-09145,TV Panasonic 43 Inch,TV,2024-01-31,9,Wednesday,1,5,2178829
MIP-09146,Epson 10000 Lumens,Proyektor,2024-06-12,10,Wednesday,6,1,17847981
MIP-09147,Screen 2x3,Screen,2025-01-22,3,Wednesday,1,17,1062826
MIP-09148,TV Samsung 50 Inch,TV,2025-05-14,5,Wednesday,5,1,2105966
MIP-09149,TV Samsung 50 Inch,TV,2025-09-24,9,Wednesday,9,1,4566589
MIP-09150,Screen 3x4,Screen,2025-08-20,7,Wednesday,8,3,4289030
MIP-09151,TV Samsung 75 Inch,TV,2024-12-28,3,Saturday,12,2,4760117
MIP-09152,Epson 6000 Lumens,Proyektor,2024-11-06,1,Wednesday,11,10,934096
MIP-09153,TV Samsung 50 Inch,TV,2025-04-18,1,Friday,4,2,414653
MIP-09154,Screen 3x4,Screen,2025-05-02,8,Friday,5,1,4697873
MIP-09155,TV Samsung 50 Inch,TV,2024-09-06,8,Friday,9,10,4100867
MIP-09156,Epson 6000 Lumens,Proyektor,2025-08-03,2,Sunday,8,11,1676377
MIP-09157,TV Samsung 75 Inch,TV,2024-10-12,1,Saturday,10,2,1535564
MIP-09158,Screen 2x3,Screen,2024-04-28,9,Sunday,4,12,2942639
MIP-09159,TV Sony 65 Inch,TV,2024-12-22,4,Sunday,12,4,3998172
MIP-09160,Screen 2x3,Screen,2024-07-11,6,Thursday,7,2,1872640
MIP-09161,TV Panasonic 43 Inch,TV,2025-12-02,10,Tuesday,12,13,2754682
MIP-09162,TV Samsung 75 Inch,TV,2024-10-31,3,Thursday,10,4,4761460
MIP-09163,TV Samsung 50 Inch,TV,2025-12-28,7,Sunday,12,2,3492542
MIP-09164,Epson 6000 Lumens,Proyektor,2024-08-20,3,Tuesday,8,7,2324904
MIP-09165,Screen 2x3,Screen,2025-12-20,9,Saturday,12,10,3729561
MIP-09166,Epson 6000 Lumens,Proyektor,2024-02-19,3,Monday,2,5,2440294
MIP-09167,TV Samsung 50 Inch,TV,2025-08-24,1,Sunday,8,3,494834
MIP-09168,TV Panasonic 43 Inch,TV,2024-05-14,7,Tuesday,5,7,1774043
MIP-09169,TV Panasonic 43 Inch,TV,2024-03-01,9,Friday,3,12,2132109
MIP-09170,Screen 2x3,Screen,2024-06-15,1,Saturday,6,15,382955
MIP-09171,TV LG 43 Inch,TV,2024-03-07,9,Thursday,3,1,2469487
MIP-09172,Epson 10000 Lumens,Proyektor,2025-03-17,1,Monday,3,1,1726175
MIP-09173,TV Samsung 50 Inch,TV,2024-03-10,10,Sunday,3,8,4044574
MIP-09174,Epson 10000 Lumens,Proyektor,2024-07-28,7,Sunday,7,5,11481628
MIP-09175,Epson 6000 Lumens,Proyektor,2025-04-20,5,Sunday,4,11,4298529
MIP-09176,TV Sony 65 Inch,TV,2025-10-30,6,Thursday,10,3,5506840
MIP-09177,Screen 3x4,Screen,2024-02-07,4,Wednesday,2,1,1878387
MIP-09178,TV Sony 65 Inch,TV,2024-07-27,8,Saturday,7,2,6952355
MIP-09179,Epson 6000 Lumens,Proyektor,2024-09-26,6,Thursday,9,4,5622816
MIP-09180,Screen 2x3,Screen,2025-04-02,9,Wednesday,4,6,3308424
MIP-09181,Screen 3x4,Screen,2024-07-17,2,Wednesday,7,5,1234776
MIP-09182,TV LG 43 Inch,TV,2025-09-12,3,Friday,9,1,710633
MIP-09183,TV Panasonic 43 Inch,TV,2025-11-27,7,Thursday,11,1,1664172
MIP-09184,TV Samsung 75 Inch,TV,2025-02-01,4,Saturday,2,7,6435481
MIP-09185,Screen 3x4,Screen,2025-11-17,9,Monday,11,9,4260185
MIP-09186,TV LG 43 Inch,TV,2024-08-26,5,Monday,8,1,1264545
MIP-09187,TV Samsung 50 Inch,TV,2025-05-22,10,Thursday,5,8,4593502
MIP-09188,TV Samsung 50 Inch,TV,2025-08-07,2,Thursday,8,7,911044
MIP-09189,TV Samsung 75 Inch,TV,2024-09-28,6,Saturday,9,8,10161815
MIP-09190,TV Samsung 75 Inch,TV,2025-09-08,10,Monday,9,5,14458551
MIP-09191,TV Samsung 50 Inch,TV,2025-07-25,6,Friday,7,7,2897116
MIP-09192,TV Sony 65 Inch,TV,2024-12-07,9,Saturday,12,1,8888476
MIP-09193,TV LG 43 Inch,TV,2024-12-23,7,Monday,12,5,1759291
MIP-09194,TV Samsung 75 Inch,TV,2024-03-29,10,Friday,3,2,16570413
MIP-09195,TV Panasonic 43 Inch,TV,2025-01-17,10,Friday,1,7,2585280
MIP-09196,Epson 6000 Lumens,Proyektor,2025-10-23,2,Thursday,10,6,1586956
MIP-09197,TV Samsung 50 Inch,TV,2025-08-05,9,Tuesday,8,3,3805469
MIP-09198,TV Sony 65 Inch,TV,2024-05-04,10,Saturday,5,5,8691869
MIP-09199,TV Samsung 50 Inch,TV,2025-01-19,3,Sunday,1,6,1467912
MIP-09200,TV Sony 65 Inch,TV,2025-05-25,8,Sunday,5,3,6242692
MIP-09201,TV Sony 65 Inch,TV,2025-07-15,8,Tuesday,7,2,5990157
MIP-09202,Screen 2x3,Screen,2024-04-12,6,Friday,4,16,2341727
MIP-09203,Screen 3x4,Screen,2024-05-25,10,Saturday,5,2,5505526
MIP-09204,Epson 10000 Lumens,Proyektor,2025-04-06,7,Sunday,4,5,10571848
MIP-09205,TV LG 43 Inch,TV,2025-02-08,1,Saturday,2,7,258012
MIP-09206,TV LG 43 Inch,TV,2025-01-19,1,Sunday,1,10,275712
MIP-09207,TV Samsung 75 Inch,TV,2025-06-06,3,Friday,6,1,4680039
MIP-09208,TV Samsung 50 Inch,TV,2024-09-15,8,Sunday,9,10,3073776
MIP-09209,TV Panasonic 43 Inch,TV,2024-11-11,3,Monday,11,13,762242
MIP-09210,Screen 3x4,Screen,2025-09-06,9,Saturday,9,3,4253806
MIP-09211,TV LG 43 Inch,TV,2024-07-03,3,Wednesday,7,8,688938
MIP-09212,Epson 6000 Lumens,Proyektor,2025-11-24,10,Monday,11,9,7704527
MIP-09213,TV Sony 65 Inch,TV,2024-12-14,6,Saturday,12,1,5511475
MIP-09214,TV LG 43 Inch,TV,2024-02-16,1,Friday,2,4,216120
MIP-09215,Epson 6000 Lumens,Proyektor,2025-12-04,9,Thursday,12,10,7282270
MIP-09216,TV Sony 65 Inch,TV,2024-12-18,4,Wednesday,12,1,3357593
MIP-09217,TV Samsung 75 Inch,TV,2024-04-19,10,Friday,4,4,12847391
MIP-09218,Screen 2x3,Screen,2025-09-24,1,Wednesday,9,1,364841
MIP-09219,TV Samsung 75 Inch,TV,2024-09-12,7,Thursday,9,4,10098453
MIP-09220,TV Sony 65 Inch,TV,2024-05-23,7,Thursday,5,1,6310447
MIP-09221,TV Samsung 75 Inch,TV,2025-06-25,5,Wednesday,6,5,8106416
MIP-09222,Epson 10000 Lumens,Proyektor,2024-03-11,7,Monday,3,5,13335492
MIP-09223,Screen 2x3,Screen,2025-07-05,1,Saturday,7,14,298354
MIP-09224,Screen 3x4,Screen,2024-10-11,1,Friday,10,7,468333
MIP-09225,Epson 10000 Lumens,Proyektor,2025-11-08,10,Saturday,11,1,16573307
MIP-09226,TV Samsung 50 Inch,TV,2025-04-04,5,Friday,4,10,2373728
MIP-09227,TV Samsung 50 Inch,TV,2024-04-07,5,Sunday,4,7,2447543
MIP-09228,TV Sony 65 Inch,TV,2024-07-02,3,Tuesday,7,5,2201194
MIP-09229,TV LG 43 Inch,TV,2024-11-23,2,Saturday,11,4,482999
MIP-09230,TV Panasonic 43 Inch,TV,2024-08-21,4,Wednesday,8,7,1146253
MIP-09231,Epson 10000 Lumens,Proyektor,2024-02-12,5,Monday,2,5,9927385
MIP-09232,Epson 6000 Lumens,Proyektor,2025-07-06,10,Sunday,7,5,7307360
MIP-09233,Screen 2x3,Screen,2024-02-22,2,Thursday,2,18,599421
MIP-09234,TV Samsung 75 Inch,TV,2025-03-13,2,Thursday,3,2,2825738
MIP-09235,TV Samsung 75 Inch,TV,2025-05-14,2,Wednesday,5,5,2990651
MIP-09236,Screen 2x3,Screen,2024-09-30,8,Monday,9,10,2505729
MIP-09237,Screen 3x4,Screen,2024-03-31,1,Sunday,3,7,577546
MIP-09238,TV Samsung 50 Inch,TV,2024-03-02,3,Saturday,3,8,1275668
MIP-09239,TV Sony 65 Inch,TV,2025-04-21,1,Monday,4,4,889724
MIP-09240,Epson 6000 Lumens,Proyektor,2024-07-22,6,Monday,7,12,4947663
MIP-09241,Screen 3x4,Screen,2024-12-13,9,Friday,12,4,5152994
MIP-09242,TV Samsung 50 Inch,TV,2025-02-13,8,Thursday,2,9,3535980
MIP-09243,Screen 2x3,Screen,2025-02-04,3,Tuesday,2,19,1114684
MIP-09244,Screen 2x3,Screen,2025-11-27,9,Thursday,11,19,3074588
MIP-09245,TV Panasonic 43 Inch,TV,2025-11-11,2,Tuesday,11,10,523280
MIP-09246,Epson 10000 Lumens,Proyektor,2024-12-11,7,Wednesday,12,4,15267922
MIP-09247,Epson 10000 Lumens,Proyektor,2025-05-25,5,Sunday,5,3,9539308
MIP-09248,Screen 3x4,Screen,2025-02-16,10,Sunday,2,7,5648829
MIP-09249,Epson 6000 Lumens,Proyektor,2024-09-24,10,Tuesday,9,2,7814444
MIP-09250,Screen 3x4,Screen,2025-05-22,9,Thursday,5,9,4417011
MIP-09251,Epson 6000 Lumens,Proyektor,2024-08-24,8,Saturday,8,14,6223271
MIP-09252,TV Sony 65 Inch,TV,2025-05-27,3,Tuesday,5,1,2459363
MIP-09253,TV LG 43 Inch,TV,2025-04-14,3,Monday,4,5,812467
MIP-09254,TV Panasonic 43 Inch,TV,2025-09-11,9,Thursday,9,13,2344468
MIP-09255,Epson 10000 Lumens,Proyektor,2024-04-13,5,Saturday,4,4,9149820
MIP-09256,TV Samsung 50 Inch,TV,2024-12-22,5,Sunday,12,1,2649818
MIP-09257,Epson 6000 Lumens,Proyektor,2024-09-23,6,Monday,9,11,5429761
MIP-09258,Epson 6000 Lumens,Proyektor,2024-08-24,5,Saturday,8,6,3785623
MIP-09259,Epson 6000 Lumens,Proyektor,2025-02-18,9,Tuesday,2,1,7686411
MIP-09260,Epson 6000 Lumens,Proyektor,2024-04-07,2,Sunday,4,5,1950942
MIP-09261,Epson 10000 Lumens,Proyektor,2025-07-23,1,Wednesday,7,3,1929864
MIP-09262,TV Sony 65 Inch,TV,2024-01-31,8,Wednesday,1,1,6379408
MIP-09263,TV Panasonic 43 Inch,TV,2024-07-11,2,Thursday,7,9,530902
MIP-09264,TV Panasonic 43 Inch,TV,2024-04-07,6,Sunday,4,4,1584696
MIP-09265,Epson 10000 Lumens,Proyektor,2025-07-13,6,Sunday,7,5,9486543
MIP-09266,Epson 6000 Lumens,Proyektor,2024-01-05,6,Friday,1,8,4339152
MIP-09267,TV Panasonic 43 Inch,TV,2024-10-15,6,Tuesday,10,1,1651841
MIP-09268,Epson 6000 Lumens,Proyektor,2024-09-12,4,Thursday,9,9,3721130
MIP-09269,TV Samsung 75 Inch,TV,2025-12-25,2,Thursday,12,7,3375896
MIP-09270,Screen 2x3,Screen,2025-02-07,1,Friday,2,7,387531
MIP-09271,TV Panasonic 43 Inch,TV,2025-12-06,6,Saturday,12,14,1736254
